ÈÕÆÚ,ÖÐ¼ä¼Û,³®Âò¼Û,»ãÂò¼Û,³®/»ãÂô¼Û,ÕÇµø¶î,ÕÇµø·ù
1995-12-29,8.0703,7.8685,8.0542,8.0864,0.0000,0.0000%
1995-12-28,8.0703,7.8685,8.0542,8.0864,-0.0251,-0.3101%
1995-12-27,8.0954,7.8930,8.0792,8.1116,-0.0040,-0.0494%
1995-12-26,8.0994,7.8969,8.0832,8.1156,-0.0443,-0.5440%
1995-12-22,8.1437,7.9401,8.1274,8.1600,0.0000,0.0000%
1995-12-21,8.1437,7.9401,8.1274,8.1600,-0.0054,-0.0663%
1995-12-20,8.1491,7.9454,8.1328,8.1654,-0.0308,-0.3765%
1995-12-19,8.1799,7.9754,8.1635,8.1963,0.0000,0.0000%
1995-12-18,8.1799,7.9553,8.1430,8.1756,0.0215,0.2635%
1995-12-15,8.1584,7.9544,8.1421,8.1747,0.0000,0.0000%
1995-12-14,8.1584,7.9544,8.1421,8.1747,-0.0094,-0.1151%
1995-12-13,8.1678,7.9636,8.1515,8.1841,-0.0335,-0.4085%
1995-12-12,8.2013,7.9963,8.1849,8.2177,-0.0162,-0.1971%
1995-12-11,8.2175,8.0121,8.2011,8.2339,0.0363,0.4437%
1995-12-08,8.1812,7.9767,8.1648,8.1976,0.0000,0.0000%
1995-12-07,8.1812,7.9767,8.1648,8.1976,-0.0109,-0.1331%
1995-12-06,8.1921,7.9873,8.1757,8.2085,0.0080,0.0978%
1995-12-05,8.1841,7.9795,8.1677,8.2005,-0.0144,-0.1756%
1995-12-04,8.1985,7.9935,8.1821,8.2149,0.0356,0.4361%
1995-12-01,8.1629,7.9588,8.1466,8.1792,0.0000,0.0000%
1995-11-30,8.1629,7.9588,8.1466,8.1792,-0.0188,-0.2298%
1995-11-29,8.1817,7.9854,8.1654,8.1980,0.0249,0.3053%
1995-11-28,8.1568,7.9529,8.1405,8.1731,-0.0129,-0.1579%
1995-11-27,8.1697,7.9655,8.1534,8.1860,-0.0623,-0.7568%
1995-11-24,8.2320,8.0262,8.2155,8.2485,0.0000,0.0000%
1995-11-23,8.2320,8.0262,8.2155,8.2485,0.0494,0.6037%
1995-11-22,8.1826,7.9780,8.1662,8.1990,0.0104,0.1273%
1995-11-21,8.1722,7.9679,8.1559,8.1885,0.0914,1.1311%
1995-11-20,8.0808,8.0056,8.1949,8.2273,-0.0968,-1.1837%
1995-11-17,8.1776,7.9732,8.1612,8.1940,0.0000,0.0000%
1995-11-16,8.1776,7.9732,8.1612,8.1940,-0.0150,-0.1831%
1995-11-15,8.1926,7.9878,8.1762,8.2090,0.0317,0.3884%
1995-11-14,8.1609,7.9569,8.1446,8.1772,-0.0673,-0.8179%
1995-11-13,8.2282,8.0225,8.2117,8.2447,0.1229,1.5163%
1995-11-10,8.1053,7.9027,8.0891,8.1215,0.0000,0.0000%
1995-11-09,8.1053,7.9027,8.0891,8.1215,0.0641,0.7971%
1995-11-08,8.0412,7.8402,8.0251,8.0573,-0.0145,-0.1800%
1995-11-07,8.0557,7.8543,8.0396,8.0718,0.0587,0.7340%
1995-11-06,7.9970,7.7970,7.9810,8.0130,-0.0146,-0.1822%
1995-11-03,8.0116,7.8113,7.9956,8.0276,0.0000,0.0000%
1995-11-02,8.0116,7.8113,7.9956,8.0276,-0.1002,-1.2352%
1995-11-01,8.1118,7.9090,8.0956,8.1280,-0.0619,-0.7573%
1995-10-31,8.1737,7.9694,8.1574,8.1900,-0.0042,-0.0514%
1995-10-30,8.1779,7.9735,8.1615,8.1943,-0.0322,-0.3922%
1995-10-27,8.2101,8.0048,8.1937,8.2265,0.0000,0.0000%
1995-10-26,8.2101,8.0048,8.1937,8.2265,-0.0311,-0.3774%
1995-10-25,8.2412,8.0352,8.2247,8.2577,-0.0479,-0.5779%
1995-10-24,8.2891,8.0819,8.2725,8.3057,-0.0288,-0.3462%
1995-10-23,8.3179,8.1100,8.3013,8.3345,0.0699,0.8475%
1995-10-20,8.2480,8.0418,8.2315,8.2645,0.0000,0.0000%
