ÈÕÆÚ,ÖÐ¼ä¼Û,³®Âò¼Û,»ãÂò¼Û,³®/»ãÂô¼Û,ÕÇµø¶î,ÕÇµø·ù
2012-12-31,7.3049,6.9240,7.1445,7.1947,0.0415,0.5714%
2012-12-28,7.2634,6.9870,7.2095,7.2601,-0.0703,-0.9586%
2012-12-27,7.3337,7.0203,7.2438,7.2947,-0.0405,-0.5492%
2012-12-26,7.3742,7.0489,7.2734,7.3245,-0.0308,-0.4159%
2012-12-25,7.4050,7.0918,7.3176,7.3690,-0.0279,-0.3754%
2012-12-24,7.4329,7.1224,7.3492,7.4008,-0.0080,-0.1075%
2012-12-21,7.4409,7.1447,7.3722,7.4240,-0.0521,-0.6953%
2012-12-20,7.4930,7.1624,7.3905,7.4424,0.0496,0.6664%
2012-12-19,7.4434,7.1273,7.3543,7.4059,-0.0400,-0.5345%
2012-12-18,7.4834,7.1685,7.3967,7.4487,0.0114,0.1526%
2012-12-17,7.4720,7.1858,7.4146,7.4667,-0.0294,-0.3919%
2012-12-14,7.5014,7.2159,7.4457,7.4980,-0.0299,-0.3970%
2012-12-13,7.5313,7.2172,7.4470,7.4993,-0.0725,-0.9535%
2012-12-12,7.6038,7.2839,7.5158,7.5686,-0.0137,-0.1798%
2012-12-11,7.6175,7.3030,7.5355,7.5885,0.0101,0.1328%
2012-12-10,7.6074,7.3030,7.5355,7.5884,-0.0077,-0.1011%
2012-12-07,7.6151,7.2764,7.5081,7.5608,-0.0020,-0.0263%
2012-12-06,7.6171,7.2658,7.4972,7.5498,-0.0424,-0.5536%
2012-12-05,7.6595,7.2947,7.5269,7.5798,0.0236,0.3091%
2012-12-04,7.6359,7.3039,7.5365,7.5894,0.0289,0.3799%
2012-12-03,7.6070,7.2974,7.5297,7.5826,-0.0340,-0.4450%
2012-11-30,7.6410,7.2690,7.5005,7.5532,0.0003,0.0039%
2012-11-29,7.6407,7.2957,7.5280,7.5809,0.0028,0.0367%
2012-11-28,7.6379,7.3416,7.5754,7.6286,-0.0118,-0.1543%
2012-11-27,7.6497,7.3103,7.5431,7.5961,0.0533,0.7016%
2012-11-26,7.5964,7.3202,7.5533,7.6063,-0.0217,-0.2848%
2012-11-23,7.6181,7.2941,7.5263,7.5792,0.0050,0.0657%
2012-11-22,7.6131,7.2660,7.4974,7.5501,-0.0619,-0.8065%
2012-11-21,7.6750,7.3152,7.5481,7.6011,-0.0390,-0.5056%
2012-11-20,7.7140,7.4029,7.6386,7.6923,0.0040,0.0519%
2012-11-19,7.7100,7.4074,7.6432,7.6969,-0.0280,-0.3619%
2012-11-16,7.7380,7.4046,7.6404,7.6941,-0.0797,-1.0195%
2012-11-15,7.8177,7.4076,7.6435,7.6972,-0.0771,-0.9766%
2012-11-14,7.8948,7.5029,7.7418,7.7962,0.0074,0.0938%
2012-11-13,7.8874,7.5834,7.8248,7.8798,-0.0277,-0.3500%
2012-11-12,7.9151,7.5624,7.8032,7.8580,0.0007,0.0088%
2012-11-09,7.9144,7.5862,7.8277,7.8827,0.0405,0.5144%
2012-11-08,7.8739,7.5298,7.7696,7.8242,0.0377,0.4811%
2012-11-07,7.8362,7.5004,7.7392,7.7936,-0.0156,-0.1987%
2012-11-06,7.8518,7.5215,7.7610,7.8155,0.0294,0.3758%
2012-11-05,7.8224,7.5105,7.7497,7.8041,-0.0175,-0.2232%
2012-11-02,7.8399,7.4971,7.7358,7.7902,-0.0328,-0.4166%
2012-11-01,7.8727,7.5344,7.7743,7.8289,-0.0220,-0.2787%
2012-10-31,7.8947,7.5492,7.7896,7.8443,0.0197,0.2502%
2012-10-30,7.8750,7.5830,7.8245,7.8795,-0.0218,-0.2761%
2012-10-29,7.8968,7.5724,7.8136,7.8684,0.0519,0.6616%
2012-10-26,7.8449,7.5708,7.8119,7.8668,-0.0410,-0.5199%
2012-10-25,7.8859,7.5139,7.7531,7.8076,-0.0016,-0.0203%
2012-10-24,7.8875,7.5607,7.8014,7.8562,0.0137,0.1740%
2012-10-23,7.8738,7.5605,7.8012,7.8560,-0.0665,-0.8375%
