ÈÕÆÚ,ÖÐ¼ä¼Û,³®Âò¼Û,»ãÂò¼Û,³®/»ãÂô¼Û,ÕÇµø¶î,ÕÇµø·ù
1994-12-30,8.4759,8.2691,8.4590,8.4928,-0.0371,-0.4358%
1994-12-29,8.5130,8.3053,8.4960,8.5300,0.0865,1.0265%
1994-12-28,8.4265,8.2210,8.4097,8.4434,-0.0184,-0.2179%
1994-12-27,8.4449,8.2389,8.4280,8.4618,-0.0038,-0.0450%
1994-12-26,8.4487,8.2426,8.4318,8.4656,0.0072,0.0853%
1994-12-23,8.4415,8.2356,8.4246,8.4584,0.0138,0.1637%
1994-12-22,8.4277,8.2221,8.4108,8.4445,-0.0299,-0.3535%
1994-12-21,8.4576,8.2513,8.4407,8.4745,-0.0081,-0.0957%
1994-12-20,8.4657,8.2592,8.4488,8.4826,0.0046,0.0544%
1994-12-19,8.4611,8.2547,8.4442,8.4780,0.0093,0.1100%
1994-12-16,8.4518,8.2457,8.4349,8.4687,-0.0102,-0.1205%
1994-12-15,8.4620,8.2556,8.4451,8.4789,-0.0040,-0.0472%
1994-12-14,8.4660,8.2595,8.4491,8.4829,-0.0283,-0.3332%
1994-12-13,8.4943,8.2871,8.4773,8.5113,0.0047,0.0554%
1994-12-12,8.4896,8.2826,8.4727,8.5066,0.0364,0.4306%
1994-12-09,8.4532,8.2470,8.4363,8.4700,-0.0536,-0.6301%
1994-12-08,8.5068,8.2992,8.4898,8.5237,0.0112,0.1318%
1994-12-07,8.4956,8.2884,8.4786,8.5126,0.0187,0.2206%
1994-12-06,8.4769,8.2702,8.4600,8.4939,0.0206,0.2436%
1994-12-05,8.4563,8.2500,8.4394,8.4732,-0.1077,-1.2576%
1994-12-02,8.5640,8.3551,8.5469,8.5811,-0.0325,-0.3781%
1994-12-01,8.5965,8.3868,8.5794,8.6137,-0.0006,-0.0070%
1994-11-30,8.5971,8.3874,8.5800,8.6143,-0.0265,-0.3073%
1994-11-29,8.6236,8.4132,8.6064,8.6408,0.0079,0.0917%
1994-11-28,8.6157,8.4055,8.5984,8.6329,-0.0284,-0.3285%
1994-11-25,8.6441,8.4332,8.6268,8.6613,-0.0006,-0.0069%
1994-11-24,8.6447,8.4338,8.6274,8.6620,-0.0141,-0.1628%
1994-11-23,8.6588,8.4476,8.6415,8.6761,0.0231,0.2675%
1994-11-22,8.6357,8.4250,8.6184,8.6529,-0.0005,-0.0058%
1994-11-21,8.6362,8.4255,8.6189,8.6534,-0.0224,-0.2587%
1994-11-18,8.6586,8.4474,8.6414,8.6760,0.0355,0.4117%
1994-11-17,8.6231,8.4128,8.6059,8.6403,0.0000,0.0000%
1994-11-16,8.6231,8.4128,8.6059,8.6403,-0.0405,-0.4675%
1994-11-15,8.6636,8.4523,8.6463,8.6809,-0.0521,-0.5978%
1994-11-14,8.7157,8.5031,8.6983,8.7331,0.0017,0.0195%
1994-11-11,8.7140,8.5015,8.6966,8.7314,0.0011,0.0126%
1994-11-10,8.7129,8.5003,8.6954,8.7303,-0.0616,-0.7020%
1994-11-09,8.7745,8.5604,8.7570,8.7920,0.0213,0.2433%
1994-11-08,8.7532,8.5397,8.7357,8.7707,0.0084,0.0961%
1994-11-07,8.7448,8.5315,8.7273,8.7623,0.0246,0.2821%
1994-11-04,8.7202,8.5075,8.7028,8.7376,-0.0088,-0.1008%
1994-11-03,8.7290,8.5160,8.7115,8.7464,-0.0913,-1.0351%
1994-11-02,8.8203,8.6052,8.8027,8.8379,0.0221,0.2512%
1994-11-01,8.7982,8.5836,8.7806,8.8157,0.0338,0.3857%
1994-10-31,8.7644,8.5506,8.7469,8.7819,-0.0259,-0.2946%
1994-10-28,8.7903,8.5759,8.7728,8.8079,-0.0162,-0.1840%
1994-10-27,8.8065,8.5917,8.7889,8.8241,-0.0014,-0.0159%
1994-10-26,8.8079,8.5930,8.7903,8.8255,0.0292,0.3326%
1994-10-25,8.7787,8.5646,8.7612,8.7962,0.0071,0.0809%
1994-10-24,8.7716,8.5576,8.7540,8.7891,-0.0172,-0.1957%
1994-10-21,8.7888,8.5744,8.7712,8.8064,0.0248,0.2830%
1994-10-20,8.7640,8.5502,8.7464,8.7815,0.0359,0.4113%
1994-10-19,8.7281,8.5152,8.7106,8.7455,-0.0068,-0.0778%
1994-10-18,8.7349,8.5218,8.7174,8.7523,0.0356,0.4092%
1994-10-17,8.6993,8.4871,8.6819,8.7166,0.1177,1.3715%
1994-10-14,8.5816,8.3723,8.5645,8.5988,0.0305,0.3567%
1994-10-13,8.5511,8.3425,8.5340,8.5682,0.0383,0.4499%
1994-10-12,8.5128,8.3052,8.4958,8.5298,0.0150,0.1765%
1994-10-11,8.4978,8.2906,8.4809,8.5148,0.0194,0.2288%
1994-10-10,8.4784,8.2716,8.4615,8.4954,-0.0657,-0.7690%
1994-10-07,8.5441,8.3357,8.5270,8.5612,-0.0197,-0.2300%
1994-10-06,8.5638,8.3550,8.5467,8.5810,0.0020,0.0234%
1994-10-05,8.5618,8.3530,8.5447,8.5789,-0.0893,-1.0322%
1994-09-30,8.6511,8.4401,8.6338,8.6684,0.0348,0.4039%
1994-09-29,8.6163,8.4061,8.5991,8.6335,-0.0347,-0.4011%
1994-09-28,8.6510,8.4400,8.6337,8.6683,0.0127,0.1470%
1994-09-27,8.6383,8.4276,8.6210,8.6556,-0.0825,-0.9460%
1994-09-26,8.7208,8.5081,8.7034,8.7382,0.0191,0.2195%
1994-09-23,8.7017,8.4894,8.6843,8.7191,-0.0272,-0.3116%
1994-09-22,8.7289,8.5160,8.7115,8.7464,-0.0008,-0.0092%
1994-09-21,8.7297,8.5168,8.7123,8.7472,0.0616,0.7107%
1994-09-20,8.6681,8.4566,8.6508,8.6854,0.0435,0.5044%
1994-09-19,8.6246,8.4142,8.6074,8.6418,0.0422,0.4917%
1994-09-16,8.5824,8.3731,8.5653,8.5996,-0.0230,-0.2673%
1994-09-15,8.6054,8.3954,8.5882,8.6226,-0.0334,-0.3866%
1994-09-14,8.6388,8.4280,8.6215,8.6560,0.0260,0.3019%
1994-09-13,8.6128,8.4027,8.5956,8.6300,0.0010,0.0116%
1994-09-12,8.6118,8.4017,8.5946,8.6290,0.0353,0.4116%
1994-09-09,8.5765,8.3673,8.5594,8.5937,-0.0156,-0.1816%
1994-09-08,8.5921,8.3825,8.5749,8.6092,-0.0719,-0.8299%
1994-09-07,8.6640,8.4526,8.6466,8.6813,0.0394,0.4568%
1994-09-06,8.6246,8.4142,8.6074,8.6418,-0.0020,-0.0232%
1994-09-05,8.6266,8.4162,8.6094,8.6438,0.0507,0.5912%
1994-09-02,8.5759,8.3667,8.5588,8.5930,0.0352,0.4121%
1994-09-01,8.5407,8.3324,8.5236,8.5578,-0.0515,-0.5994%
1994-08-31,8.5922,8.3826,8.5750,8.6094,0.0306,0.3574%
