ÈÕÆÚ,ÖÐ¼ä¼Û,³®Âò¼Û,»ãÂò¼Û,³®/»ãÂô¼Û,ÕÇµø¶î,ÕÇµø·ù
2014-01-01,5.7771,5.5521,5.7289,5.7691,0.0000,0.0000%
2013-12-31,5.7771,5.5514,5.7282,5.7684,-0.0113,-0.1952%
2013-12-30,5.7884,5.5679,5.7452,5.7856,-0.0295,-0.5071%
2013-12-29,5.8179,5.5847,5.7626,5.8030,0.0000,0.0000%
2013-12-28,5.8179,5.5847,5.7626,5.8030,0.0000,0.0000%
2013-12-27,5.8179,5.5847,5.7626,5.8030,-0.0146,-0.2503%
2013-12-26,5.8325,5.5989,5.7772,5.8178,-0.0243,-0.4149%
2013-12-25,5.8568,5.6166,5.7954,5.8362,-0.0023,-0.0393%
2013-12-24,5.8591,5.6225,5.8015,5.8423,-0.0107,-0.1823%
2013-12-23,5.8698,5.6382,5.8178,5.8586,0.0156,0.2665%
2013-12-22,5.8542,5.6324,5.8117,5.8525,0.0000,0.0000%
2013-12-21,5.8542,5.6324,5.8117,5.8525,0.0000,0.0000%
2013-12-20,5.8542,5.6324,5.8117,5.8525,-0.0066,-0.1126%
2013-12-19,5.8608,5.6355,5.8150,5.8558,-0.0753,-1.2685%
2013-12-18,5.9361,5.6957,5.8771,5.9183,0.0145,0.2449%
2013-12-17,5.9216,5.6951,5.8765,5.9177,0.0062,0.1048%
2013-12-16,5.9154,5.6879,5.8690,5.9102,0.0178,0.3018%
2013-12-15,5.8976,5.6842,5.8652,5.9064,0.0000,0.0000%
2013-12-14,5.8976,5.6842,5.8652,5.9064,0.0000,0.0000%
2013-12-13,5.8976,5.6842,5.8652,5.9064,-0.0496,-0.8340%
2013-12-12,5.9472,5.7057,5.8873,5.9287,0.0181,0.3053%
2013-12-11,5.9291,5.7170,5.8991,5.9405,0.0241,0.4081%
2013-12-10,5.9050,5.6792,5.8600,5.9012,-0.0275,-0.4635%
2013-12-09,5.9325,5.6874,5.8685,5.9097,-0.0760,-1.2649%
2013-12-08,6.0085,5.7329,5.9154,5.9570,0.0000,0.0000%
2013-12-07,6.0085,5.7329,5.9154,5.9570,0.0000,0.0000%
2013-12-06,6.0085,5.7329,5.9154,5.9570,0.0280,0.4682%
2013-12-05,5.9805,5.7621,5.9455,5.9873,0.0083,0.1390%
2013-12-04,5.9722,5.7339,5.9164,5.9580,0.0205,0.3444%
2013-12-03,5.9517,5.7243,5.9066,5.9480,-0.0225,-0.3766%
2013-12-02,5.9742,5.7270,5.9093,5.9509,-0.0102,-0.1704%
2013-12-01,5.9844,5.7426,5.9255,5.9671,0.0000,0.0000%
2013-11-30,5.9844,5.7426,5.9255,5.9671,0.0000,0.0000%
2013-11-29,5.9844,5.7426,5.9255,5.9671,-0.0132,-0.2201%
2013-11-28,5.9976,5.7570,5.9403,5.9821,-0.0470,-0.7776%
2013-11-27,6.0446,5.7819,5.9660,6.0080,0.0048,0.0795%
2013-11-26,6.0398,5.8031,5.9879,6.0299,-0.0065,-0.1075%
2013-11-25,6.0463,5.7813,5.9653,6.0073,-0.0069,-0.1140%
2013-11-24,6.0532,5.8100,5.9949,6.0371,0.0000,0.0000%
2013-11-23,6.0532,5.8100,5.9950,6.0372,0.0000,0.0000%
2013-11-22,6.0532,5.8100,5.9950,6.0372,-0.0511,-0.8371%
2013-11-21,6.1043,5.8315,6.0172,6.0594,-0.0093,-0.1521%
2013-11-20,6.1136,5.8858,6.0732,6.1158,-0.0197,-0.3212%
2013-11-19,6.1333,5.8930,6.0806,6.1234,0.0261,0.4274%
2013-11-18,6.1072,5.8771,6.0642,6.1068,-0.0050,-0.0818%
2013-11-17,6.1122,5.8717,6.0586,6.1012,0.0000,0.0000%
2013-11-16,6.1122,5.8717,6.0586,6.1012,0.0000,0.0000%
2013-11-15,6.1122,5.8717,6.0586,6.1012,-0.0575,-0.9320%
2013-11-14,6.1697,5.8852,6.0726,6.1152,0.0204,0.3317%
2013-11-13,6.1493,5.9143,6.1027,6.1455,-0.0253,-0.4097%
2013-11-12,6.1746,5.8983,6.0861,6.1289,-0.0118,-0.1907%
2013-11-11,6.1864,5.9366,6.1256,6.1686,-0.0633,-1.0128%
2013-11-10,6.2497,5.9363,6.1253,6.1683,0.0000,0.0000%
2013-11-09,6.2497,5.9363,6.1253,6.1683,0.0000,0.0000%
2013-11-08,6.2497,5.9363,6.1253,6.1683,0.0351,0.5648%
2013-11-07,6.2146,5.9553,6.1449,6.1881,-0.0122,-0.1959%
2013-11-06,6.2268,5.9646,6.1545,6.1977,0.0024,0.0386%
2013-11-05,6.2244,5.9879,6.1786,6.2220,0.0056,0.0900%
2013-11-04,6.2188,5.9684,6.1585,6.2017,-0.0288,-0.4610%
2013-11-03,6.2476,5.9668,6.1568,6.2000,0.0000,0.0000%
2013-11-02,6.2476,5.9668,6.1568,6.2000,0.0000,0.0000%
2013-11-01,6.2476,5.9668,6.1568,6.2000,0.0144,0.2310%
2013-10-31,6.2332,5.9863,6.1769,6.2203,-0.0077,-0.1234%
2013-10-30,6.2409,5.9918,6.1826,6.2260,-0.0360,-0.5735%
2013-10-29,6.2769,6.0035,6.1946,6.2382,0.0012,0.0191%
2013-10-28,6.2757,6.0152,6.2067,6.2503,-0.0172,-0.2733%
2013-10-27,6.2929,6.0293,6.2212,6.2650,0.0000,0.0000%
2013-10-26,6.2929,6.0339,6.2260,6.2697,0.0000,0.0000%
2013-10-25,6.2929,6.0293,6.2212,6.2650,0.0103,0.1639%
2013-10-24,6.2826,6.0302,6.2222,6.2659,0.0415,0.6649%
2013-10-23,6.2411,6.0371,6.2293,6.2730,0.0007,0.0112%
2013-10-22,6.2404,5.9797,6.1701,6.2135,-0.0105,-0.1680%
2013-10-21,6.2509,5.9988,6.1898,6.2333,0.0006,0.0096%
2013-10-20,6.2503,6.0173,6.2089,6.2525,0.0000,0.0000%
2013-10-19,6.2503,6.0173,6.2089,6.2525,0.0000,0.0000%
2013-10-18,6.2503,6.0173,6.2089,6.2525,0.0464,0.7479%
2013-10-17,6.2039,6.0145,6.2060,6.2496,-0.0232,-0.3726%
2013-10-16,6.2271,5.9877,6.1784,6.2218,0.0055,0.0884%
2013-10-15,6.2216,5.9730,6.1632,6.2065,-0.0236,-0.3779%
2013-10-14,6.2452,6.0093,6.2006,6.2442,-0.0019,-0.0304%
2013-10-13,6.2471,5.9936,6.1844,6.2278,0.0000,0.0000%
2013-10-12,6.2471,5.9936,6.1844,6.2278,0.0000,0.0000%
2013-10-11,6.2471,5.9936,6.1844,6.2278,-0.0482,-0.7657%
2013-10-10,6.2953,6.0352,6.2274,6.2711,-0.0255,-0.4034%
2013-10-09,6.3208,6.0686,6.2618,6.3058,-0.0244,-0.3845%
2013-10-08,6.3452,6.0869,6.2807,6.3248,0.0659,1.0495%
2013-10-07,6.2793,6.0833,6.2770,6.3211,0.0000,0.0000%
2013-10-06,6.2793,6.0620,6.2550,6.2990,0.0000,0.0000%
2013-10-05,6.2793,6.0620,6.2550,6.2990,0.0000,0.0000%
2013-10-04,6.2793,6.0753,6.2687,6.3128,0.0000,0.0000%
2013-10-03,6.2793,6.0700,6.2632,6.3072,0.0000,0.0000%
2013-10-02,6.2793,6.0375,6.2298,6.2735,0.0000,0.0000%
2013-10-01,6.2793,6.0020,6.1931,6.2367,0.0000,0.0000%
2013-09-30,6.2793,6.0410,6.2333,6.2771,0.0686,1.1045%
2013-09-29,6.2107,6.0121,6.2035,6.2471,0.0000,0.0000%
2013-09-28,6.2107,6.0136,6.2051,6.2486,0.0000,0.0000%
2013-09-27,6.2107,6.0121,6.2035,6.2471,-0.0312,-0.4998%
2013-09-26,6.2419,5.9965,6.1874,6.2309,0.0195,0.3134%
2013-09-25,6.2224,5.9960,6.1869,6.2304,0.0064,0.1030%
2013-09-24,6.2160,5.9802,6.1706,6.2139,0.0239,0.3860%
2013-09-23,6.1921,5.9710,6.1612,6.2044,-0.0070,-0.1129%
2013-09-22,6.1991,5.9492,6.1386,6.1818,0.0000,0.0000%
2013-09-21,6.1991,5.9349,6.1238,6.1669,0.0000,0.0000%
2013-09-20,6.1991,5.9540,6.1436,6.1867,0.0000,0.0000%
2013-09-19,6.1991,6.0211,6.2128,6.2565,0.0000,0.0000%
2013-09-18,6.1991,5.9739,6.1642,6.2075,0.0000,0.0000%
2013-09-17,6.1991,5.9612,6.1511,6.1943,-0.0176,-0.2831%
2013-09-16,6.2167,5.9776,6.1679,6.2112,0.0441,0.7144%
2013-09-13,6.1726,5.9486,6.1380,6.1811,0.0077,0.1249%
2013-09-12,6.1649,5.9476,6.1370,6.1801,0.0303,0.4939%
2013-09-11,6.1346,5.8940,6.0817,6.1244,-0.0323,-0.5238%
2013-09-10,6.1669,5.8902,6.0777,6.1204,-0.0044,-0.0713%
2013-09-09,6.1713,5.9421,6.1313,6.1743,0.0109,0.1769%
2013-09-08,6.1604,5.9622,6.1520,6.1952,0.0000,0.0000%
2013-09-07,6.1604,5.9894,6.1801,6.2235,0.0000,0.0000%
2013-09-06,6.1604,5.9622,6.1520,6.1952,-0.0161,-0.2607%
2013-09-05,6.1765,5.9174,6.1058,6.1487,-0.0109,-0.1762%
2013-09-04,6.1874,5.9454,6.1347,6.1778,0.0042,0.0679%
2013-09-03,6.1832,5.9429,6.1321,6.1752,-0.0688,-1.1004%
2013-09-02,6.2520,5.9463,6.1356,6.1787,-0.0125,-0.1995%
2013-09-01,6.2645,6.0187,6.2103,6.2539,0.0000,0.0000%
2013-08-31,6.2645,6.0187,6.2103,6.2539,0.0000,0.0000%
2013-08-30,6.2645,6.0187,6.2103,6.2539,-0.0317,-0.5035%
2013-08-29,6.2962,6.0050,6.1962,6.2397,-0.0382,-0.6031%
2013-08-28,6.3344,6.0630,6.2560,6.3000,0.0676,1.0787%
2013-08-27,6.2668,6.0781,6.2716,6.3157,0.0324,0.5197%
2013-08-26,6.2344,5.9970,6.1879,6.2314,-0.0063,-0.1010%
2013-08-25,6.2407,5.9878,6.1785,6.2219,0.0000,0.0000%
2013-08-24,6.2407,5.9878,6.1785,6.2219,0.0000,0.0000%
2013-08-23,6.2407,5.9878,6.1785,6.2219,-0.0538,-0.8547%
2013-08-22,6.2945,5.9983,6.1893,6.2328,-0.0215,-0.3404%
2013-08-21,6.3160,6.0650,6.2582,6.3021,0.0110,0.1745%
2013-08-20,6.3050,6.0736,6.2670,6.3110,0.0043,0.0682%
2013-08-19,6.3007,6.0329,6.2250,6.2687,-0.0274,-0.4330%
2013-08-18,6.3281,6.0646,6.2577,6.3017,0.0000,0.0000%
2013-08-17,6.3281,6.0646,6.2577,6.3017,0.0000,0.0000%
2013-08-16,6.3281,6.0646,6.2577,6.3017,0.0364,0.5785%
2013-08-15,6.2917,5.9915,6.1823,6.2257,0.0190,0.3029%
2013-08-14,6.2727,6.0153,6.2068,6.2504,-0.0542,-0.8567%
2013-08-13,6.3269,6.0259,6.2177,6.2614,-0.0761,-1.1885%
2013-08-12,6.4030,6.1128,6.3074,6.3517,0.0423,0.6650%
2013-08-11,6.3607,6.1426,6.3382,6.3827,0.0000,0.0000%
2013-08-10,6.3607,6.1426,6.3382,6.3827,0.0000,0.0000%
2013-08-09,6.3607,6.1426,6.3382,6.3827,-0.0110,-0.1726%
2013-08-08,6.3717,6.1410,6.3365,6.3810,0.0445,0.7033%
2013-08-07,6.3272,6.0894,6.2833,6.3274,0.0431,0.6859%
2013-08-06,6.2841,6.0182,6.2098,6.2534,0.0576,0.9251%
2013-08-05,6.2265,6.0110,6.2024,6.2460,0.0233,0.3756%
2013-08-04,6.2032,5.9828,6.1733,6.2167,0.0000,0.0000%
2013-08-03,6.2032,5.9828,6.1733,6.2167,0.0000,0.0000%
2013-08-02,6.2032,5.9828,6.1733,6.2167,-0.0979,-1.5537%
2013-08-01,6.3011,5.9857,6.1763,6.2197,0.0055,0.0874%
2013-07-31,6.2956,6.0599,6.2529,6.2968,0.0107,0.1702%
2013-07-30,6.2849,6.0428,6.2352,6.2790,-0.0005,-0.0080%
2013-07-29,6.2854,6.0571,6.2499,6.2938,0.0740,1.1914%
2013-07-28,6.2114,6.0330,6.2251,6.2689,0.0000,0.0000%
2013-07-27,6.2114,6.0330,6.2251,6.2689,0.0000,0.0000%
2013-07-26,6.2114,6.0330,6.2251,6.2689,0.0653,1.0625%
2013-07-25,6.1461,5.9292,6.1180,6.1610,-0.0443,-0.7156%
2013-07-24,6.1904,5.9187,6.1071,6.1500,-0.0072,-0.1162%
2013-07-23,6.1976,5.9376,6.1267,6.1697,0.0324,0.5255%
2013-07-22,6.1652,5.9299,6.1187,6.1617,0.0429,0.7007%
2013-07-21,6.1223,5.9162,6.1046,6.1475,0.0000,0.0000%
2013-07-20,6.1223,5.9162,6.1046,6.1475,0.0000,0.0000%
2013-07-19,6.1223,5.9162,6.1046,6.1475,-0.0642,-1.0377%
2013-07-18,6.1865,5.9210,6.1096,6.1525,-0.0187,-0.3014%
2013-07-17,6.2052,5.9438,6.1331,6.1762,0.0427,0.6929%
2013-07-16,6.1625,5.9464,6.1357,6.1788,-0.0410,-0.6609%
2013-07-15,6.2035,5.9400,6.1291,6.1722,-0.0156,-0.2508%
2013-07-14,6.2191,5.9701,6.1602,6.2035,0.0000,0.0000%
2013-07-13,6.2191,5.9701,6.1602,6.2035,0.0000,0.0000%
2013-07-12,6.2191,5.9701,6.1602,6.2035,0.0355,0.5741%
2013-07-11,6.1836,5.9615,6.1514,6.1946,0.0856,1.4037%
2013-07-10,6.0980,5.9153,6.1037,6.1466,-0.0051,-0.0836%
2013-07-09,6.1031,5.8486,6.0348,6.0772,0.0151,0.2480%
2013-07-08,6.0880,5.8491,6.0354,6.0778,-0.0660,-1.0725%
2013-07-07,6.1540,5.8700,6.0569,6.0995,0.0000,0.0000%
2013-07-06,6.1540,5.8700,6.0569,6.0995,0.0000,0.0000%
2013-07-05,6.1540,5.8700,6.0569,6.0995,-0.0200,-0.3239%
2013-07-04,6.1740,5.9370,6.1260,6.1690,0.0443,0.7227%
2013-07-03,6.1297,5.9325,6.1214,6.1644,-0.0624,-1.0077%
2013-07-02,6.1921,5.9089,6.0970,6.1398,-0.0210,-0.3380%
2013-07-01,6.2131,5.9408,6.1300,6.1731,-0.0476,-0.7603%
2013-06-30,6.2607,5.9812,6.1716,6.2150,0.0000,0.0000%
2013-06-29,6.2607,5.9812,6.1716,6.2150,0.0000,0.0000%
2013-06-28,6.2607,5.9812,6.1716,6.2150,-0.0581,-0.9195%
2013-06-27,6.3188,6.0542,6.2470,6.2909,0.0264,0.4196%
2013-06-26,6.2924,6.0893,6.2831,6.3273,-0.0223,-0.3531%
2013-06-25,6.3147,6.0970,6.2912,6.3353,0.0406,0.6471%
2013-06-24,6.2741,6.0626,6.2557,6.2996,-0.0639,-1.0082%
2013-06-23,6.3380,6.0601,6.2530,6.2969,0.0000,0.0000%
2013-06-22,6.3380,6.0601,6.2530,6.2969,0.0000,0.0000%
2013-06-21,6.3380,6.0601,6.2530,6.2969,-0.0625,-0.9765%
2013-06-20,6.4005,6.0382,6.2305,6.2742,-0.0465,-0.7213%
2013-06-19,6.4470,6.2285,6.4269,6.4720,-0.0457,-0.7039%
2013-06-18,6.4927,6.2109,6.4087,6.4537,-0.0133,-0.2044%
2013-06-17,6.5060,6.2369,6.4355,6.4807,0.0279,0.4307%
2013-06-16,6.4781,6.2888,6.4890,6.5346,0.0000,0.0000%
2013-06-15,6.4781,6.2888,6.4890,6.5346,0.0000,0.0000%
2013-06-14,6.4781,6.2888,6.4890,6.5346,0.0260,0.4030%
2013-06-13,6.4521,6.2760,6.4758,6.5213,0.1275,2.0159%
2013-06-12,6.3246,6.1153,6.3101,6.3544,0.0000,0.0000%
2013-06-11,6.3246,5.9868,6.1774,6.2208,0.0000,0.0000%
2013-06-10,6.3246,6.0338,6.2259,6.2696,0.0000,0.0000%
2013-06-09,6.3246,6.0607,6.2537,6.2976,0.0000,0.0000%
2013-06-08,6.3246,6.0681,6.2613,6.3053,0.0000,0.0000%
2013-06-07,6.3246,6.1205,6.3154,6.3597,0.1147,1.8471%
