ÈÕÆÚ,ÖÐ¼ä¼Û,³®Âò¼Û,»ãÂò¼Û,³®/»ãÂô¼Û,ÕÇµø¶î,ÕÇµø·ù
1996-12-31,7.1633,6.9886,7.1490,7.1776,0.0000,0.0000%
1996-12-30,7.1633,6.9886,7.1490,7.1776,-0.0408,-0.5663%
1996-12-27,7.2041,7.0439,7.2101,7.2389,0.0000,0.0000%
1996-12-26,7.2041,7.0439,7.2101,7.2389,-0.0313,-0.4326%
1996-12-25,7.2354,7.0545,7.2209,7.2499,-0.0149,-0.2055%
1996-12-24,7.2503,7.0691,7.2358,7.2648,0.0041,0.0566%
1996-12-23,7.2462,7.0905,7.2578,7.2868,-0.0519,-0.7111%
1996-12-20,7.2981,7.0937,7.2611,7.2902,0.0000,0.0000%
1996-12-19,7.2981,7.0937,7.2611,7.2902,-0.0067,-0.0917%
1996-12-18,7.3048,7.1222,7.2902,7.3194,-0.0004,-0.0055%
1996-12-17,7.3052,7.1063,7.2739,7.3031,-0.0216,-0.2948%
1996-12-16,7.3268,7.1068,7.2745,7.3036,-0.0310,-0.4213%
1996-12-13,7.3578,7.1525,7.3213,7.3506,0.0000,0.0000%
1996-12-12,7.3578,7.1525,7.3213,7.3506,0.0362,0.4944%
1996-12-11,7.3216,7.1751,7.3444,7.3738,0.0135,0.1847%
1996-12-10,7.3081,7.1398,7.3082,7.3375,-0.0308,-0.4197%
1996-12-09,7.3389,7.1324,7.3007,7.3300,-0.0223,-0.3029%
1996-12-06,7.3612,7.2105,7.3806,7.4102,0.0000,0.0000%
1996-12-05,7.3612,7.2105,7.3806,7.4102,0.0341,0.4654%
1996-12-04,7.3271,7.1610,7.3300,7.3593,0.0644,0.8867%
1996-12-03,7.2627,7.1419,7.3104,7.3397,-0.0335,-0.4591%
1996-12-02,7.2962,7.0647,7.2314,7.2603,-0.0046,-0.0630%
1996-11-29,7.3008,7.1183,7.2862,7.3155,0.0000,0.0000%
1996-11-28,7.3008,7.1183,7.2862,7.3155,-0.0323,-0.4405%
1996-11-27,7.3331,7.1497,7.3184,7.3477,-0.0415,-0.5627%
1996-11-26,7.3746,7.1902,7.3598,7.3893,-0.0766,-1.0280%
1996-11-25,7.4512,7.2649,7.4362,7.4661,0.0158,0.2125%
1996-11-22,7.4354,7.2868,7.4468,7.4766,0.0000,0.0000%
1996-11-21,7.4354,7.2868,7.4468,7.4766,0.0069,0.0929%
1996-11-20,7.4285,7.2625,7.4338,7.4636,-0.0073,-0.0982%
1996-11-19,7.4358,7.2499,7.4209,7.4507,-0.0117,-0.1571%
1996-11-18,7.4475,7.2613,7.4326,7.4624,0.0225,0.3030%
1996-11-15,7.4250,7.2492,7.4202,7.4499,0.0000,0.0000%
1996-11-14,7.4250,7.2492,7.4202,7.4499,0.0064,0.0863%
1996-11-13,7.4186,7.2332,7.4038,7.4335,-0.0272,-0.3653%
1996-11-12,7.4458,7.2485,7.4195,7.4492,0.0164,0.2207%
1996-11-11,7.4294,7.2826,7.4544,7.4843,0.0646,0.8771%
1996-11-08,7.3648,7.2199,7.3902,7.4198,0.0000,0.0000%
1996-11-07,7.3648,7.2199,7.3902,7.4198,0.0928,1.2761%
1996-11-06,7.2720,7.1043,7.2719,7.3011,-0.0194,-0.2661%
1996-11-05,7.2914,7.0840,7.2511,7.2802,0.0020,0.0274%
1996-11-04,7.2894,7.1072,7.2748,7.3040,-0.0080,-0.1096%
1996-11-01,7.2974,7.0938,7.2611,7.2902,0.0000,0.0000%
1996-10-31,7.2974,7.0938,7.2611,7.2902,0.0196,0.2693%
1996-10-30,7.2778,7.0959,7.2632,7.2924,0.0408,0.5638%
1996-10-29,7.2370,7.0868,7.2540,7.2831,-0.0677,-0.9268%
1996-10-28,7.3047,7.0832,7.2503,7.2794,-0.0366,-0.4985%
1996-10-25,7.3413,7.1744,7.3436,7.3731,0.0000,0.0000%
1996-10-24,7.3413,7.1744,7.3436,7.3731,-0.0285,-0.3867%
1996-10-23,7.3698,7.1689,7.3380,7.3674,0.0082,0.1114%
1996-10-22,7.3616,7.2117,7.3818,7.4114,0.0122,0.1660%
1996-10-21,7.3494,7.1820,7.3508,7.3803,-0.0454,-0.6139%
1996-10-18,7.3948,7.2099,7.3800,7.4096,0.0000,0.0000%
1996-10-17,7.3948,7.2099,7.3800,7.4096,0.0028,0.0379%
1996-10-16,7.3920,7.2072,7.3772,7.4068,-0.0294,-0.3962%
1996-10-15,7.4214,7.2077,7.3777,7.4073,-0.0115,-0.1547%
1996-10-14,7.4329,7.2471,7.4180,7.4478,-0.0169,-0.2269%
1996-10-11,7.4498,7.2806,7.4524,7.4822,0.0000,0.0000%
1996-10-10,7.4498,7.2806,7.4524,7.4822,0.0159,0.2139%
1996-10-09,7.4339,7.2615,7.4328,7.4626,-0.0213,-0.2857%
1996-10-08,7.4552,7.2498,7.4208,7.4506,0.0378,0.5096%
1996-10-07,7.4174,7.2781,7.4498,7.4796,-0.0863,-1.1501%
1996-09-27,7.5037,7.3161,7.4887,7.5187,0.0000,0.0000%
1996-09-26,7.5037,7.3161,7.4887,7.5187,-0.0769,-1.0144%
1996-09-25,7.5806,7.3337,7.5067,7.5367,0.0273,0.3614%
1996-09-24,7.5533,7.4126,7.5875,7.6179,0.0183,0.2429%
1996-09-23,7.5350,7.3623,7.5360,7.5662,-0.0517,-0.6815%
1996-09-20,7.5867,7.3970,7.5715,7.6019,0.0000,0.0000%
1996-09-19,7.5867,7.3970,7.5715,7.6019,0.0618,0.8213%
1996-09-18,7.5249,7.4144,7.5893,7.6197,-0.0053,-0.0704%
1996-09-17,7.5302,7.3419,7.5151,7.5453,0.0183,0.2436%
1996-09-16,7.5119,7.3502,7.5236,7.5538,-0.0224,-0.2973%
1996-09-13,7.5343,7.3580,7.5316,7.5618,0.0000,0.0000%
1996-09-12,7.5343,7.3580,7.5316,7.5618,-0.0170,-0.2251%
1996-09-11,7.5513,7.3449,7.5181,7.5483,-0.0353,-0.4653%
1996-09-10,7.5866,7.3750,7.5490,7.5792,-0.0328,-0.4305%
1996-09-09,7.6194,7.4125,7.5874,7.6178,0.0129,0.1696%
1996-09-06,7.6065,7.4163,7.5913,7.6217,0.0000,0.0000%
1996-09-05,7.6065,7.4163,7.5913,7.6217,0.0156,0.2055%
1996-09-04,7.5909,7.4434,7.6190,7.6496,-0.0108,-0.1421%
1996-09-03,7.6017,7.4117,7.5865,7.6169,-0.0098,-0.1288%
1996-09-02,7.6115,7.4212,7.5963,7.6267,-0.0512,-0.6682%
1996-08-30,7.6627,7.4711,7.6474,7.6780,0.0000,0.0000%
