ÈÕÆÚ,ÖÐ¼ä¼Û,³®Âò¼Û,»ãÂò¼Û,³®/»ãÂô¼Û,ÕÇµø¶î,ÕÇµø·ù
1999-12-30,8.0933,7.9013,8.0876,8.1201,0.0000,0.0000%
1999-12-29,8.0933,7.9013,8.0876,8.1201,-0.0133,-0.1641%
1999-12-28,8.1066,7.8820,8.0679,8.1002,0.0560,0.6956%
1999-12-27,8.0506,7.8969,8.0832,8.1156,-0.1161,-1.4216%
1999-12-24,8.1667,7.9049,8.0914,8.1238,0.0000,0.0000%
1999-12-23,8.1667,7.9049,8.0914,8.1238,0.0656,0.8098%
1999-12-22,8.1011,7.9435,8.1293,8.1619,0.0291,0.3605%
1999-12-21,8.0720,7.9077,8.0943,8.1267,0.0449,0.5594%
1999-12-20,8.0271,7.8798,8.0656,8.0980,0.0320,0.4002%
1999-12-17,7.9951,7.8282,8.0128,8.0450,0.0000,0.0000%
1999-12-16,7.9951,7.8282,8.0128,8.0450,-0.0036,-0.0450%
1999-12-15,7.9987,7.7848,7.9684,8.0003,-0.0355,-0.4419%
1999-12-14,8.0342,7.7983,7.9823,8.0143,-0.0413,-0.5114%
1999-12-13,8.0755,7.8298,8.0145,8.0466,0.0025,0.0310%
1999-12-10,8.0730,7.8829,8.0689,8.1012,0.0370,0.4604%
1999-12-09,8.0360,7.8795,8.0653,8.0977,-0.0302,-0.3744%
1999-12-08,8.0662,7.8439,8.0289,8.0611,0.0302,0.3758%
1999-12-07,8.0360,7.8902,8.0763,8.1087,-0.0108,-0.1342%
1999-12-06,8.0468,7.8457,8.0308,8.0629,-0.0300,-0.3714%
1999-12-03,8.0768,7.8600,8.0454,8.0777,0.0000,0.0000%
1999-12-02,8.0768,7.8600,8.0454,8.0777,-0.0171,-0.2113%
1999-12-01,8.0939,7.8655,8.0510,8.0833,-0.0099,-0.1222%
1999-11-30,8.1038,7.9013,8.0876,8.1201,0.0835,1.0411%
1999-11-29,8.0203,7.8712,8.0569,8.0892,0.0877,1.1056%
1999-11-26,7.9326,7.7343,7.9168,7.9485,0.0000,0.0000%
1999-11-25,7.9326,7.7343,7.9168,7.9485,0.0115,0.1452%
1999-11-24,7.9211,7.7077,7.8896,7.9212,0.0179,0.2265%
1999-11-23,7.9032,7.7409,7.9235,7.9553,0.1200,1.5418%
1999-11-22,7.7832,7.7096,7.8914,7.9231,-0.0518,-0.6611%
1999-11-19,7.8350,7.6182,7.7979,7.8291,0.0000,0.0000%
1999-11-18,7.8350,7.6182,7.7979,7.8291,0.0141,0.1803%
1999-11-17,7.8209,7.6442,7.8245,7.8559,-0.0492,-0.6252%
1999-11-16,7.8701,7.6236,7.8035,7.8348,-0.0277,-0.3507%
1999-11-15,7.8978,7.7004,7.8820,7.9136,0.0233,0.2959%
1999-11-12,7.8745,7.6950,7.8765,7.9081,0.0000,0.0000%
1999-11-11,7.8745,7.6950,7.8765,7.9081,-0.0347,-0.4387%
1999-11-10,7.9092,7.7114,7.8933,7.9250,0.0460,0.5850%
1999-11-09,7.8632,7.6889,7.8703,7.9018,0.0666,0.8542%
1999-11-08,7.7966,7.6742,7.8552,7.8867,-0.0676,-0.8596%
1999-11-05,7.8642,7.6995,7.8812,7.9128,0.0000,0.0000%
1999-11-04,7.8642,7.6995,7.8812,7.9128,-0.0909,-1.1427%
1999-11-03,7.9551,7.6960,7.8775,7.9091,0.0295,0.3722%
1999-11-02,7.9256,7.7551,7.9381,7.9699,-0.0336,-0.4222%
1999-11-01,7.9592,7.7602,7.9432,7.9751,0.0065,0.0817%
1999-10-29,7.9527,7.6695,7.8505,7.8819,0.0000,0.0000%
1999-10-28,7.9527,7.6695,7.8505,7.8819,0.0073,0.0919%
1999-10-27,7.9454,7.7271,7.9094,7.9411,0.0684,0.8684%
1999-10-26,7.8770,7.6996,7.8813,7.9129,0.0457,0.5836%
1999-10-25,7.8313,7.6668,7.8477,7.8791,0.0371,0.4760%
1999-10-22,7.7942,7.6092,7.7887,7.8199,0.0000,0.0000%
1999-10-21,7.7942,7.6092,7.7887,7.8199,-0.0008,-0.0103%
1999-10-20,7.7950,7.5879,7.7669,7.7980,-0.0567,-0.7221%
1999-10-19,7.8517,7.6554,7.8360,7.8674,0.0084,0.1071%
1999-10-18,7.8433,7.6472,7.8276,7.8590,0.0855,1.1021%
1999-10-15,7.7578,7.5120,7.6892,7.7200,0.0000,0.0000%
1999-10-14,7.7578,7.5120,7.6892,7.7200,-0.0214,-0.2751%
1999-10-13,7.7792,7.5696,7.7482,7.7793,0.0140,0.1803%
1999-10-12,7.7652,7.5974,7.7766,7.8078,0.0204,0.2634%
1999-10-11,7.7448,7.5511,7.7293,7.7602,0.0603,0.7847%
1999-10-08,7.6845,7.5170,7.6944,7.7252,-0.0599,-0.7735%
1999-10-07,7.7444,7.5309,7.7085,7.7394,-0.0437,-0.5611%
1999-09-30,7.7881,7.5556,7.7339,7.7649,0.0000,0.0000%
1999-09-29,7.7881,7.5556,7.7339,7.7649,-0.0433,-0.5529%
1999-09-28,7.8314,7.5759,7.7546,7.7857,-0.0608,-0.7704%
1999-09-27,7.8922,7.6252,7.8051,7.8364,-0.0754,-0.9463%
1999-09-24,7.9676,7.7685,7.9517,7.9836,0.0000,0.0000%
1999-09-23,7.9676,7.7685,7.9517,7.9836,0.0861,1.0924%
1999-09-22,7.8815,7.7362,7.9187,7.9504,0.1637,2.1211%
1999-09-21,7.7178,7.6972,7.8788,7.9104,0.0487,0.6350%
1999-09-20,7.6691,7.5969,7.7761,7.8073,-0.2157,-2.7356%
1999-09-17,7.8848,7.6877,7.8691,7.9006,0.0000,0.0000%
